_id,CrashFactId,Name,MinorInjuries,ModerateInjuries,SevereInjuries,FatalInjuries,TcrNumber,CityDamageFlag,ShortFormFlag,Distance,CrashDateTime,PedestrianAction,RoadwaySurface,RoadwayCondition,Lighting,PrimaryCollisionFactor,TrafficControl,Weather,CollisionType,ProximityToIntersection,VehicleInvolvedWith,PedestrianDirectionFrom,PedestrianDirectionTo,DirectionFromIntersection,Comment,SpeedingFlag,HitAndRunFlag,IntersectionNumber,AStreetName,BStreetName,Latitude,Longitude
5903,724147,CR-0000104521,0,0,0,0,24-151-0991,False,False,121.0,5/30/2024 9:00:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Sideswipe,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,South Of,,True,True,114806,MONTMORENCY DR,PROSPER AV,37.26345009,-121.8805373
5904,690966,CR-0000097137,1,1,0,0,23-056-0402,False,False,0.0,2/25/2023 12:40:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,110362,ST JAMES ST,TWELFTH ST,37.34457024,-121.8812369
5905,694074,CR-0000098081,1,0,0,0,23-065-0230,False,False,0.0,3/6/2023 9:44:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Hit Object,Intersection,Fixed Object,Not Applicable,Not Applicable,At,CENTER MEDIAN,False,False,55880,ELEVENTH ST,ST JAMES ST,37.34412793,-121.882169
5906,695796,CR-0000098861,1,0,0,0,23-248-0182,False,False,54.0,9/5/2023 7:55:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,West Of,,False,False,55880,ELEVENTH ST,ST JAMES ST,37.34412793,-121.882169
5907,689062,CR-0000094908,0,0,0,0,22-288-0127,False,False,123.0,10/15/2022 2:32:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Rear End,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,North Of,,False,True,55880,ELEVENTH ST,ST JAMES ST,37.34412793,-121.882169
5908,689596,CR-0000095573,2,1,0,0,22-321-0259,False,False,0.0,11/17/2022 9:45:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Unknown,Controls Functioning,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,55880,ELEVENTH ST,ST JAMES ST,37.34412793,-121.882169
5909,689758,CR-0000095777,0,0,1,0,22-166-0498,False,False,0.0,6/15/2022 2:58:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,True,True,55880,ELEVENTH ST,ST JAMES ST,37.34412793,-121.882169
5910,681479,CR-0000090869,0,0,0,0,22-033-9711,False,True,260.0,2/2/2022 6:00:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Unknown,No Controls Present/Factor,Clear,Sideswipe,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,South Of,,False,False,55880,ELEVENTH ST,ST JAMES ST,37.34412793,-121.882169
5911,724231,CR-0000104575,1,0,0,0,24-133-0111,False,False,51.0,5/12/2024 1:51:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,North Of,,True,False,55880,ELEVENTH ST,ST JAMES ST,37.34412793,-121.882169
5912,723591,CR-0000103983,0,0,0,0,24-112-0974,False,False,0.0,4/21/2024 10:15:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Other,Intersection,Parked Vehicle,Not Applicable,Not Applicable,At,,False,True,55880,ELEVENTH ST,ST JAMES ST,37.34412793,-121.882169
5913,681582,CR-0000090979,0,0,0,0,22-043-1062,False,False,73.0,2/12/2022 11:50:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Head On,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,South Of,,True,False,56814,EMPIRE ST,FIFTH ST,37.34682051,-121.8927615
5914,690069,CR-0000096136,0,0,0,0,22-324-0082,False,False,164.0,11/20/2022 1:32:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Rear End,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,North Of,,True,True,56957,EMPIRE ST,THIRD ST,37.34580695,-121.894896
5915,711750,CR-0000101340,0,0,0,0,23-341-0415,False,False,512.0,12/7/2023 11:50:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Head On,Non-Related,Other Vehicle,Not Applicable,Not Applicable,West Of,,True,True,13705,BASCOM AV,BORELLO DR,37.29810521,-121.9316777
5916,711808,CR-0000101531,0,0,0,0,23-349-1058,False,False,36.0,12/15/2023 11:28:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - No Street Light,Violation Driver 1,Controls Functioning,Clear,Broadside,Related,Train,Not Applicable,Not Applicable,East Of,,False,False,13705,BASCOM AV,BORELLO DR,37.29810521,-121.9316777
5917,726700,CR-0000105238,0,0,0,0,24-188-4000,False,True,51.0,7/1/2024 11:36:00 PM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,North Of,,False,False,13705,BASCOM AV,BORELLO DR,37.29810521,-121.9316777
5918,723593,CR-0000103985,0,0,0,0,24-112-4003,False,False,51.0,4/21/2024 5:00:00 AM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sideswipe,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,East Of,,False,False,14101,BASCOM AV,SOUTHWEST EX,37.2977829,-121.9316614
5919,723595,CR-0000103987,0,0,0,0,24-114-4007,False,True,51.0,4/21/2024 6:45:00 PM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rear End,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,East Of,,False,False,14101,BASCOM AV,SOUTHWEST EX,37.2977829,-121.9316614
5920,721967,CR-0000103221,0,0,0,0,24-049-4003,False,True,51.0,2/18/2024 12:15:00 PM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,East Of,,False,False,14101,BASCOM AV,SOUTHWEST EX,37.2977829,-121.9316614
5921,696018,CR-0000099153,0,0,0,0,23-195-0768,False,False,109.0,7/14/2023 7:23:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Rear End,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,East Of,,True,True,14101,BASCOM AV,SOUTHWEST EX,37.2977829,-121.9316614
5922,689320,CR-0000095278,0,0,0,0,22-301-0628,False,False,500.0,10/28/2022 5:05:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,South Of,,True,True,14101,BASCOM AV,SOUTHWEST EX,37.2977829,-121.9316614
5923,695924,CR-0000099053,0,0,0,0,23-235-4001,False,True,0.0,8/22/2023 8:15:00 PM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Broadside,Intersection,Unknown,Not Applicable,Not Applicable,At,,False,False,103905,RIDDLE RD,WINCHESTER BL,37.31535891,-121.9501058
5924,723673,CR-0000104065,0,0,0,0,24-119-0052,False,False,102.0,4/28/2024 1:03:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Rear End,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,South Of,,False,True,103905,RIDDLE RD,WINCHESTER BL,37.31535891,-121.9501058
5925,726539,CR-0000105073,0,0,0,0,24-176-0881,False,False,0.0,6/24/2024 1:55:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Head On,Intersection,Motor Vehicle On Other Roadway,Not Applicable,Not Applicable,At,,True,True,68276,GRAVES AV,SARATOGA AV,37.29406817,-121.9893321
5926,722394,CR-0000103688,1,0,0,0,24-098-0755,False,False,250.0,4/7/2024 8:24:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,South Of,,True,False,68276,GRAVES AV,SARATOGA AV,37.29406817,-121.9893321
5927,722339,CR-0000103633,0,2,0,0,24-093-0689,False,False,0.0,4/2/2024 4:34:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Vehicle/Bike,Intersection,Bike,Not Applicable,Not Applicable,At,BIKE,False,False,68276,GRAVES AV,SARATOGA AV,37.29406817,-121.9893321
5928,718480,CR-0000102568,0,1,0,0,24-079-0865,False,False,0.0,3/19/2024 7:21:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Vehicle/Bike,Intersection,Bike,Not Applicable,Not Applicable,At,BIKE,False,False,68276,GRAVES AV,SARATOGA AV,37.29406817,-121.9893321
5929,711579,CR-0000101053,0,0,0,0,23-296-4002,False,True,51.0,10/22/2023 5:10:00 PM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,West Of,,False,False,68276,GRAVES AV,SARATOGA AV,37.29406817,-121.9893321
5930,699011,CR-0000100316,1,0,0,0,23-317-0562,False,False,40.0,11/13/2023 2:59:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Rear End,Related,Other Vehicle,Not Applicable,Not Applicable,South Of,,False,False,68276,GRAVES AV,SARATOGA AV,37.29406817,-121.9893321
5931,712138,CR-0000101409,0,0,0,0,23-337-0123,False,False,0.0,12/3/2023 2:07:00 AM,No Pedestrians Involved,Dry,Unknown,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Overturned,Intersection,Parked Vehicle,Not Applicable,Not Applicable,At,,True,False,96491,NORWOOD AV,REQUA CT,37.3311403,-121.785826
5932,692590,CR-0000097881,1,0,0,0,23-116-0734,False,False,0.0,4/26/2023 7:08:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dusk - Dawn,Violation Driver 1,No Controls Present/Factor,Clear,Vehicle/Bike,Intersection,Bike,Not Applicable,Not Applicable,At,,False,False,119129,HOITING DR,RUBY AV,37.33531408,-121.783934
5933,695928,CR-0000099057,0,0,0,0,23-250-4000,False,True,51.0,8/28/2023 8:25:00 AM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Non-Related,Unknown,Not Applicable,Not Applicable,North Of,,False,False,42790,CONESTOGA WY,PINELAND AV,37.23907932,-121.8258884
5934,694273,CR-0000098136,2,0,0,0,23-129-0760,False,False,100.0,5/9/2023 6:08:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Head On,Non-Related,Other Vehicle,Not Applicable,Not Applicable,North Of,,False,True,72060,HENSLEY ST,THIRD ST,37.34466889,-121.8940497
5935,691390,CR-0000097639,0,1,0,0,23-063-0109,False,False,385.0,3/4/2023 2:35:00 AM,No Pedestrians Involved,Unknown,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Rear End,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,South Of,,True,False,72060,HENSLEY ST,THIRD ST,37.34466889,-121.8940497
5936,688729,CR-0000094554,0,0,0,0,22-233-4001,False,True,51.0,8/12/2022 3:45:00 PM,No Pedestrians Involved,Unknown,Unknown,Daylight,Unknown,Unknown,Unknown,Sideswipe,Non-Related,Unknown,Not Applicable,Not Applicable,South Of,,False,True,72060,HENSLEY ST,THIRD ST,37.34466889,-121.8940497
5937,684917,CR-0000093585,0,0,0,0,22-233-9701,False,True,0.0,8/20/2022 7:45:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dusk - Dawn,Unknown,Unknown,Clear,Sideswipe,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,72060,HENSLEY ST,THIRD ST,37.34466889,-121.8940497
5938,684940,CR-0000093662,0,0,0,0,22-225-0199,True,False,538.0,8/13/2022 6:24:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Hit Object,Non-Related,Fixed Object,Not Applicable,Not Applicable,South Of,SIGN,False,False,72060,HENSLEY ST,THIRD ST,37.34466889,-121.8940497
5939,723688,CR-0000104080,0,0,0,0,24-120-0151,False,False,480.0,4/29/2024 6:20:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Sideswipe,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,South Of,,False,False,72060,HENSLEY ST,THIRD ST,37.34466889,-121.8940497
5940,711851,CR-0000101173,0,0,0,0,23-327-0589,False,False,335.0,11/23/2023 8:20:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Sideswipe,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,South Of,,False,False,59960,FIFTH ST,WASHINGTON ST,37.34465464,-121.8911502
5941,716175,CR-0000102143,1,0,0,0,24-026-0661,False,False,0.0,1/26/2024 5:02:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,77714,JULIAN ST,SIXTH ST,37.34307383,-121.8885063
5942,716145,CR-0000102141,1,0,0,0,24-026-0408,False,False,30.0,1/26/2024 12:20:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Unknown,Controls Functioning,Clear,Broadside,Related,Other Vehicle,Not Applicable,Not Applicable,South Of,,False,False,77714,JULIAN ST,SIXTH ST,37.34307383,-121.8885063
5943,725225,CR-0000104706,2,0,0,0,24-162-0411,False,False,0.0,6/10/2024 12:10:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,77714,JULIAN ST,SIXTH ST,37.34307383,-121.8885063
5944,683298,CR-0000092884,0,0,0,0,22-141-0292,False,False,309.0,5/21/2022 9:51:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Broadside,Non-Related,Other Vehicle,Not Applicable,Not Applicable,North Of,,False,True,77714,JULIAN ST,SIXTH ST,37.34307383,-121.8885063
5945,694288,CR-0000098179,0,2,0,0,23-137-0821,False,False,0.0,5/17/2023 7:04:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Vehicle/Bike,Intersection,Bike,Not Applicable,Not Applicable,At,BIKE(2),True,False,77714,JULIAN ST,SIXTH ST,37.34307383,-121.8885063
5946,684913,CR-0000093577,0,0,0,0,22-232-0124,False,False,310.0,8/20/2022 2:57:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Head On,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,North Of,,True,True,109493,SIXTH ST,WASHINGTON ST,37.34517,-121.8900687
5947,716076,CR-0000102035,2,0,0,0,24-015-0073,False,False,22.0,1/15/2024 1:45:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Head On,Related,Other Vehicle,Not Applicable,Not Applicable,North Of,,False,True,109493,SIXTH ST,WASHINGTON ST,37.34517,-121.8900687
5948,694176,CR-0000098092,0,1,0,0,23-111-0774,False,False,0.0,4/21/2023 6:00:00 PM,In Road - Includes Shoulder,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Vehicle/Pedestrian,Intersection,Pedestrian,South,North,At,PED,True,True,40677,CLOVER OAK DR,KLEIN RD,37.33555716,-121.7804217
5949,699184,CR-0000100504,0,0,0,0,23-180-0005,False,False,29.0,6/29/2023 12:03:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Sideswipe,Related,Parked Vehicle,Not Applicable,Not Applicable,North Of,,True,True,84083,LINCOLN AV,ROYCOTT WY,37.29481075,-121.8911579
5950,698822,CR-0000100104,1,0,0,0,23-342-1050,False,False,82.0,12/8/2023 10:11:00 PM,Crossing In Crosswalk - Not At Intersection,Dry,No Unusual Conditions,Unknown,Violation Driver 1,Unknown,Clear,Vehicle/Pedestrian,Non-Related,Pedestrian,West,East,South Of,PED,False,False,60576,FIRST ST,SAN FERNANDO ST,37.33431142,-121.8891978
5951,697600,CR-0000099831,1,1,0,0,23-304-0287,False,False,149.0,10/31/2023 10:29:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Bike At Fault,No Controls Present/Factor,Clear,Vehicle/Bike,Non-Related,Scooter Motorized,Not Applicable,Not Applicable,West Of,Bike Vs E. Scooter,False,False,60576,FIRST ST,SAN FERNANDO ST,37.33431142,-121.8891978
5952,694539,CR-0000098533,1,0,0,0,23-196-0022,False,False,0.0,7/15/2023 12:26:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Not Functioning,Clear,Vehicle/Bike,Intersection,Bike,Not Applicable,Not Applicable,At,BIKE(E.SCOOTER,True,False,60576,FIRST ST,SAN FERNANDO ST,37.33431142,-121.8891978
5953,690346,CR-0000096440,0,0,0,0,22-140-4004,False,True,0.0,5/10/2022 10:45:00 AM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sideswipe,Intersection,Unknown,Not Applicable,Not Applicable,At,,False,True,60576,FIRST ST,SAN FERNANDO ST,37.33431142,-121.8891978
5954,690935,CR-0000097102,3,0,0,0,23-043-0701,False,False,0.0,2/12/2023 8:56:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Head On,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,True,True,60576,FIRST ST,SAN FERNANDO ST,37.33431142,-121.8891978
5955,726653,CR-0000105188,2,0,0,0,24-181-0119,False,False,63.0,6/29/2024 2:21:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,West Of,,False,False,60576,FIRST ST,SAN FERNANDO ST,37.33431142,-121.8891978
5956,690880,CR-0000097024,0,0,0,0,23-014-9705,False,False,0.0,1/13/2023 5:15:00 PM,No Pedestrians Involved,Wet,No Unusual Conditions,Dusk - Dawn,Unknown,Controls Functioning,Rain,Sideswipe,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,18732,BARACK OBAMA BL,SAN CARLOS ST,37.32462799,-121.9004449
5957,695983,CR-0000099118,0,0,0,0,23-225-4004,False,True,,8/13/2023 3:04:00 PM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rear End,Related,Unknown,Not Applicable,Not Applicable,South Of,,False,False,18732,BARACK OBAMA BL,SAN CARLOS ST,37.32462799,-121.9004449
5958,711689,CR-0000101429,2,0,0,0,23-355-0642,False,False,108.0,12/25/2023 4:43:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,North Of,,True,False,18732,BARACK OBAMA BL,SAN CARLOS ST,37.32462799,-121.9004449
5959,684750,CR-0000093437,0,0,0,0,22-185-4000,False,True,,7/4/2022 12:30:00 PM,No Pedestrians Involved,Unknown,Unknown,Daylight,Unknown,Unknown,Unknown,Other,Related,Other Vehicle,Not Applicable,Not Applicable,West Of,,False,False,18732,BARACK OBAMA BL,SAN CARLOS ST,37.32462799,-121.9004449
5960,681205,CR-0000090590,1,0,0,0,22-003-0405,False,False,51.0,1/3/2022 11:30:00 AM,Not In Road,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Vehicle/Pedestrian,Non-Related,Pedestrian,West,East,East Of,"PEDESTRIAN (Sheriffs Pursuit Collision)
(VTA Bus Stop)",False,False,18732,BARACK OBAMA BL,SAN CARLOS ST,37.32462799,-121.9004449
5961,681361,CR-0000090748,0,0,0,0,22-016-0787,False,False,22.0,1/16/2022 10:01:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Broadside,Related,Other Vehicle,Not Applicable,Not Applicable,South Of,,False,False,10471,AUZERAIS AV,BARACK OBAMA BL/BIRD AV,37.32329561,-121.8992588
5962,683012,CR-0000092551,1,0,0,0,22-165-0506,False,False,0.0,6/14/2022 1:42:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Rear End,Related,Other Vehicle,Not Applicable,Not Applicable,At,,True,True,10471,AUZERAIS AV,BARACK OBAMA BL/BIRD AV,37.32329561,-121.8992588
5963,682702,CR-0000092280,0,1,0,0,22-150-0722,True,False,0.0,5/30/2022 5:47:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Hit Object,Intersection,Fixed Object,Not Applicable,Not Applicable,At,LIGHT POLE,False,False,10471,AUZERAIS AV,BARACK OBAMA BL/BIRD AV,37.32329561,-121.8992588
5964,687603,CR-0000094396,0,2,0,0,22-266-1039,False,False,0.0,9/23/2022 9:30:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Motorcycle,Not Applicable,Not Applicable,At,,False,False,10471,AUZERAIS AV,BARACK OBAMA BL/BIRD AV,37.32329561,-121.8992588
5965,689095,CR-0000094942,1,0,0,0,22-293-0578,False,False,0.0,10/20/2022 3:26:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Sideswipe,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,10471,AUZERAIS AV,BARACK OBAMA BL/BIRD AV,37.32329561,-121.8992588
5966,688837,CR-0000094692,2,0,0,0,22-292-0354,False,False,240.0,10/19/2022 11:30:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Sideswipe,Non-Related,Other Vehicle,Not Applicable,Not Applicable,South Of,,False,False,10471,AUZERAIS AV,BARACK OBAMA BL/BIRD AV,37.32329561,-121.8992588
5967,688957,CR-0000094815,0,0,0,0,22-248-4004,False,True,0.0,9/5/2022 2:35:00 PM,No Pedestrians Involved,Unknown,Unknown,Daylight,Unknown,Unknown,Unknown,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,10471,AUZERAIS AV,BARACK OBAMA BL/BIRD AV,37.32329561,-121.8992588
5968,695815,CR-0000098880,0,1,0,0,23-263-0608,False,False,0.0,9/20/2023 4:14:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Head On,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,True,10471,AUZERAIS AV,BARACK OBAMA BL/BIRD AV,37.32329561,-121.8992588
5969,690789,CR-0000096928,0,0,0,0,23-009-4001,False,True,0.0,1/7/2023 6:00:00 PM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sideswipe,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,10471,AUZERAIS AV,BARACK OBAMA BL/BIRD AV,37.32329561,-121.8992588
5970,726489,CR-0000105022,2,1,0,0,24-174-1055,False,False,0.0,6/22/2024 11:59:00 PM,No Pedestrians Involved,Unknown,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,True,10471,AUZERAIS AV,BARACK OBAMA BL/BIRD AV,37.32329561,-121.8992588
5971,711971,CR-0000101462,0,0,0,0,23-258-4002,False,True,0.0,9/15/2023 10:10:00 AM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,10471,AUZERAIS AV,BARACK OBAMA BL/BIRD AV,37.32329561,-121.8992588
5972,722514,CR-0000103829,0,0,0,0,24-131-9707,False,True,51.0,4/17/2024 5:11:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Unknown,Controls Functioning,Clear,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,North Of,,False,False,10471,AUZERAIS AV,BARACK OBAMA BL/BIRD AV,37.32329561,-121.8992588
5973,722146,CR-0000103412,0,0,0,0,24-073-0143,False,False,0.0,3/13/2024 7:02:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Cloudy,Sideswipe,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,True,10471,AUZERAIS AV,BARACK OBAMA BL/BIRD AV,37.32329561,-121.8992588
5974,722578,CR-0000103901,0,0,0,0,24-112-4013,False,True,51.0,4/12/2024 9:45:00 AM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,West Of,,False,False,39885,CLARK WY,LINCOLN AV,37.29552564,-121.8916932
5975,726921,CR-0000105464,0,1,0,0,24-192-0431,False,False,0.0,7/10/2024 12:17:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Broadside,Intersection,Motorcycle,Not Applicable,Not Applicable,At,,False,False,39885,CLARK WY,LINCOLN AV,37.29552564,-121.8916932
5976,690627,CR-0000096749,0,0,0,0,23-001-0173,False,False,0.0,1/1/2023 2:26:00 AM,No Pedestrians Involved,Wet,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Hit Object,Intersection,Fixed Object,Not Applicable,Not Applicable,At,,False,False,77153,JOHNSON AV,TOMPKINS DR,37.30708379,-122.0042229
5977,711820,CR-0000101596,0,0,0,0,23-349-4000,False,True,51.0,12/14/2023 1:00:00 PM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sideswipe,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,South Of,,False,False,31118,CAMPBELL AV,FALLBROOK AV/NORTHLAWN DR,37.28800945,-121.9870991
